Name of Restaurant,Location,Cuisine,Top Dishes,Price for 2,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features,,,,
Golden Grill Fast Food,Royapettah,['Chinese'],Invalid,200,3,10,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Catering Available']",,,,
Annapoorinis 5 Star Biriyani,Poonamalle,"['Chinese', ' South Indian', ' North Indian', ' Biryani']",Invalid,350,3.2,12,3.6,36,"['Home Delivery', 'Indoor Seating']",,,,
90S Anbum Suvaiyum,Thuraipakkam,"['Chinese', ' North Indian', ' Biryani']",Invalid,300,2,4,None,Does not offer Delivery,['Indoor Seating'],,,,
Namma Bhai Veetu Biryani,Royapuram,"['Mughlai', ' Chinese', ' Chettinad']",Invalid,300,3.3,13,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",,,,
Hangout Club,Anna Salai,"['Fast Food', ' Sandwich', ' Beverages']",Invalid,250,3.3,7,3.9,22,"['Home Delivery', 'Standing Tables', 'Indoor Seating']",,,,
CHILL IN,Aminijikarai,"['Beverages', ' Fast Food']",Invalid,100,None,Does not offer Dining,3.6,60,"['Home Delivery', 'Standing Tables']",,,,
Vedha's Biryani Spot,Chengalpattu,"['North Indian', ' Chinese', ' Biryani']",Invalid,400,3.2,12,None,Not enough Delivery Reviews,"['Home Delivery', 'Free Parking', 'Indoor Seating']",,,,
Majestic Briyani,Ekkaduthangal,"['North Indian', ' South Indian', ' Chinese', ' Mughlai']",Invalid,500,2.6,8,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",,,,
Chilling Point,Selaiyur,"['Fast Food', ' South Indian', ' Desserts', ' Beverages']",Invalid,250,3.6,8,3.9,24,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",,,,
Prince Choice Food,Selaiyur,"['North Indian', ' South Indian']",Invalid,200,None,Does not offer Dining,3.4,17,['Delivery Only'],,,,
Green Crush,Mylapore,['Beverages'],Invalid,200,None,Does not offer Dining,3.9,87,['Home Delivery'],,,,
Sri Selva Chettinad Hotel,Taramani,['Chettinad'],Invalid,200,3.4,7,4.1,116,"['Breakfast', 'Home Delivery', 'Indoor Seating']",,,,
Hunger Hook Desi Cafe,Potheri,"['North Indian', ' Chinese']",Invalid,250,3.5,8,None,Not enough Delivery Reviews,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']",,,,
Mayuri's,"Ascendas IT Park, Taramani",['Biryani'],Invalid,400,3.4,5,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",,,,
Friends Fast Food,Karapakkam,['Chinese'],Invalid,300,3.6,11,3.6,167,"['Home Delivery', 'Indoor Seating']",,,,
Cococane,"OMR Food Street, Guduvancheri",['South Indian'],Invalid,600,3.8,11,4.6,319,"['Home Delivery', 'Indoor Seating']",,,,
Brooklyn,"Hotel Manhattan, Mylapore","['North Indian', ' South Indian', ' Chinese', ' Bar Food']",Invalid,500,2.7,7,None,Does not offer Delivery,"['Breakfast', 'Full Bar Available', 'Indoor Seating', 'Catering Available', 'Wifi']",,,,
Raghav's Lunch Box,K.K. Nagar,['South Indian'],Invalid,300,None,Does not offer Dining,None,Not enough Delivery Reviews,"['Breakfast', 'Delivery Only']",,,,
Madras Hot Chips,Nanganallur,['Bakery'],Invalid,350,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Breakfast', 'Takeaway Only', 'Desserts and Bakes']",,,,
The Engine Food Truck,Taramani,"['North Indian', ' Chinese', ' Fast Food']",Invalid,300,None,Does not offer Dining,2.7,19,"['Home Delivery', 'Standing Tables', 'Self Service']",,,,
Aroma,Taramani,"['North Indian', ' Continental']",Invalid,750,3.8,7,None,Does not offer Delivery,"['Indoor Seating', 'Table Reservation Not Required', 'Buffet']",,,,
Triple Treat,Perungudi,['South Indian'],Invalid,300,None,Does not offer Dining,3.8,149,['Home Delivery'],,,,
Juice Up,Ramapuram,['Juices'],Invalid,150,3.2,7,3.9,113,"['Home Delivery', 'Indoor Seating']",,,,
Hotel Sri Sabari,GST Road,['South Indian'],Invalid,200,3.5,10,None,Does not offer Delivery,"['Breakfast', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']",,,,
Good ol' Cakes,Selaiyur,"['Bakery', ' Desserts']",Invalid,300,None,Does not offer Dining,2.7,12,"['Delivery Only', 'Desserts and Bakes']",,,,
MD Biryani Mahal,Potheri,"['Biryani', ' North Indian', ' Chinese', ' Fast Food']",Invalid,400,2.6,8,None,Not enough Delivery Reviews,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']",,,,
Bhojan Chat,Vepery,"['Street Food', ' Fast Food', ' Beverages']",Invalid,300,3.4,13,None,Not enough Delivery Reviews,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",,,,
Namma Aachi,Perungudi,['South Indian'],Invalid,200,None,Does not offer Dining,3.1,12,"['Breakfast', 'Home Delivery', 'Vegetarian Only']",,,,
RKS Cafe,Medavakkam,['Fast Food'],Invalid,250,3.3,8,3.5,77,"['Home Delivery', 'Indoor Seating']",,,,
Shades Of Shakes,"The Grand Mall, Velachery",['Beverages'],Invalid,250,3.1,8,None,Not enough Delivery Reviews,"['Home Delivery', 'Mall Parking', 'Free Wifi', 'Indoor Seating']",,,,
Hotel Karuda,Medavakkam,"['South Indian', ' North Indian', ' Chinese']",Invalid,500,3,5,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Indoor Seating']",,,,
Adyar Fruits Lab,Adyar,"['Beverages', ' Ice Cream', ' Fast Food']",Invalid,350,None,Does not offer Dining,3.4,12,"['Home Delivery', 'Standing Tables']",,,,
Kurinji Food Zone,Pallavaram,['South Indian'],Invalid,200,None,Does not offer Dining,3.6,33,['Delivery Only'],,,,
Maggi Club,Kanchipuram District,"['Fast Food', ' Beverages']",Invalid,350,3.2,6,None,Not enough Delivery Reviews,"['Home Delivery', 'Outdoor Seating']",,,,
Green Wey Foods And Juices,Tambaram,['Healthy Food'],Invalid,300,None,Does not offer Dining,3.9,25,['Delivery Only'],,,,
Indo Chinese,Velachery,['Chinese'],Invalid,600,None,Does not offer Dining,3.2,20,['Delivery Only'],,,,
Delight Fast Food,Perambur,['Chinese'],Invalid,400,None,Not enough Dining Reviews,3.9,56,"['Home Delivery', 'Indoor Seating']",,,,
Time Pass Snack,Pallikaranai,"['Fast Food', ' Beverages']",Invalid,450,3,6,3.7,158,"['Home Delivery', 'Indoor Seating', 'Rooftop']",,,,
Falooda Shop,Arumbakkam,"['Desserts', ' Beverages']",Invalid,300,3.7,9,3.9,115,"['Home Delivery', 'Desserts and Bakes', 'Outdoor Seating']",,,,
Monster Shakes,Pallikaranai,"['Beverages', ' Fast Food']",Invalid,200,3.2,6,3.9,46,"['Breakfast', 'Home Delivery', 'Indoor Seating']",,,,
Absolute Biriyani,Pallikaranai,['Biryani'],Invalid,250,None,Does not offer Dining,3.9,47,['Delivery Only'],,,,
Steaming Mug Coffee House,Selaiyur,"['Fast Food', ' Beverages', ' Juices']",Invalid,200,2.9,7,3.9,72,"['Home Delivery', 'Outdoor Seating']",,,,
Divya Chettinadu Hotel,Navallur,['South Indian'],Invalid,300,None,Does not offer Dining,3.8,114,['Home Delivery'],,,,
Sree Muthamizh Hot Puffs,Perambur,"['Bakery', ' Street Food', ' Fast Food']",Invalid,150,None,Does not offer Dining,3.5,231,"['Home Delivery', 'Desserts and Bakes']",,,,
Falooda Shop,Poonamalle,['Desserts'],Invalid,200,3.2,8,3.3,27,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",,,,
Vantage Cakes,Pallikaranai,"['Bakery', ' Desserts', ' Sandwich', ' Fast Food', ' Beverages']",Invalid,400,None,Does not offer Dining,3.8,61,"['Home Delivery', 'Desserts and Bakes']",,,,
O2 Biryani Shop,Selaiyur,"['Biryani', ' South Indian', ' North Indian']",Invalid,400,None,Does not offer Dining,3.4,221,['Delivery Only'],,,,
Tamilan Mess,K.K. Nagar,['South Indian'],Invalid,200,3.4,5,4,113,"['Home Delivery', 'Indoor Seating']",,,,
Sri Krishna Bhavan,Porur,"['Chinese', ' South Indian']",Invalid,300,3.2,10,4.2,307,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",,,,
Kekiz The Cake Shop,K.K. Nagar,"['Bakery', ' Desserts']",Invalid,450,2,4,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",,,,
Sandy's Biryani-N-Grill,Guindy,"['Biryani', ' South Indian', ' Chinese', ' Arabian']",Invalid,300,3.2,8,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",,,,
POJO Station Box,Padur,"['Burger', ' Sandwich', ' Beverages']",Invalid,300,None,Does not offer Dining,3.9,289,['Home Delivery'],,,,
Kenshi Ducks,Chengalpattu,"['Fast Food', ' Biryani']",Invalid,300,None,Does not offer Dining,3.7,138,['Delivery Only'],,,,
Salem Mess,Kanchipuram District,['South Indian'],Invalid,200,None,Does not offer Dining,None,Not enough Delivery Reviews,['Home Delivery'],,,,
Arabian Nikka Briyani,Poonamalle,"['Biryani', ' Chinese', ' North Indian', ' Chettinad', ' Seafood']",Invalid,550,3.3,8,3.9,176,"['Home Delivery', 'Indoor Seating']",,,,
Virgo Restaurant,Velachery,"['North Indian', ' Chinese', ' South Indian']",Invalid,400,3.4,7,3.5,19,"['Home Delivery', 'Indoor Seating']",,,,
Namma Bai Biryani,Pallikaranai,['Biryani'],Invalid,300,3.2,8,3.3,129,"['Home Delivery', 'Indoor Seating']",,,,
Hunger Monster,Sholinganallur,['Chinese'],Invalid,100,None,Does not offer Dining,3.8,385,['Home Delivery'],,,,
Tamilnadu Special Sweets,Adambakkam,['Mithai'],Invalid,400,3.3,9,4,98,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",,,,
Submarine 2.0,Triplicane,"['Finger Food', ' Chinese']",Invalid,2100,2.3,8,None,Not enough Delivery Reviews,"['Home Delivery', 'Full Bar Available', 'Indoor Seating', 'Table booking recommended']",,,,
Hungry Pandaa,Chromepet,"['Beverages', ' Street Food', ' Fast Food']",Invalid,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Indoor Seating']",,,,
Time To Burger,Karapakkam,"['Fast Food', ' Burger', ' Sandwich', ' Wraps', ' Momos']",Invalid,300,None,Does not offer Dining,3.8,56,['Delivery Only'],,,,
7 Am Juice Club,Red Hills,"['Beverages', ' Juices', ' Fast Food']",Invalid,100,None,Does not offer Dining,4.3,112,['Home Delivery'],,,,
Eaters Stop Restaurant,GST Road,"['South Indian', ' Biryani', ' Fast Food']",Invalid,300,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating']",,,,
Sugar Base Studio,Porur,"['Desserts', ' Bakery']",Invalid,500,3.2,6,4.1,108,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",,,,
Alpine Cafe,Perungudi,"['Pizza', ' Fast Food', ' Beverages']",Invalid,200,2.5,6,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",,,,
Ya Habib Ya Raab,Avadi,"['North Indian', ' Chinese', ' Biryani', ' Mughlai', ' Arabian']",Invalid,400,None,Does not offer Dining,3.8,167,['Delivery Only'],,,,
Bismilla Biryani,Vandalur,['Biryani'],Invalid,300,3,10,3.6,261,"['Home Delivery', 'Indoor Seating']",,,,
Lassi And Shakes,Washermenpet,"['Beverages', ' Ice Cream']",Invalid,150,2.8,9,3.5,685,"['Home Delivery', 'Indoor Seating']",,,,
Kathiravan Atho Shop,Kotturpuram,['Burmese'],Invalid,150,3.5,6,4.2,93,"['Home Delivery', 'Indoor Seating']",,,,
Honey Cup Cakes,Anna Nagar West,"['Bakery', ' Desserts']",Invalid,600,None,Does not offer Dining,3.9,26,"['Home Delivery', 'Desserts and Bakes', 'Pre-Ordering Required']",,,,
Thalapakattu Biryani & Fast Food,Tiruvottiyur,['Biryani'],Invalid,250,3.3,6,None,Does not offer Delivery,['Indoor Seating'],,,,
Sri Muniyandi Vilas,Kelambakkam,"['South Indian', ' Chettinad']",Invalid,300,3.5,8,None,Does not offer Delivery,['Indoor Seating'],,,,
Al Shaaz Biryani House,Vandalur,"['Biryani', ' South Indian']",Invalid,400,None,Does not offer Dining,3,18,['Home Delivery'],,,,
Rehman Biryani,Poonamalle,['Biryani'],Invalid,250,3.3,11,None,Does not offer Delivery,['Indoor Seating'],,,,
Carrie Cakes,Ambattur,"['Bakery', ' Desserts']",Invalid,500,3.6,9,None,Does not offer Delivery,"['Takeaway Only', 'Vegetarian Only', 'Desserts and Bakes']",,,,
Nakshatra Atho Spot,Purasavakkam,['Burmese'],Invalid,200,None,Does not offer Dining,3.8,84,['Home Delivery'],,,,
Smoking Patty,Medavakkam,"['Fast Food', ' Momos', ' Beverages']",Invalid,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",,,,
Fresh Cakes,Madipakkam,['Bakery'],Invalid,300,3.2,9,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']",,,,
Hungrillz,Alandur,"['BBQ', ' Fast Food', ' Chettinad']",Invalid,400,3.6,6,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",,,,
Sand Witch,Washermenpet,"['Burger', ' Sandwich', ' Italian', ' Beverages']",Invalid,300,3.3,10,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",,,,
Dindigul Vellaisamy,Navallur,"['South Indian', ' Tamil']",Invalid,200,3.2,8,3.5,21,"['Home Delivery', 'Indoor Seating']",,,,
Juice Me,Navallur,"['Beverages', ' Juices']",Invalid,200,None,Does not offer Dining,4.2,130,['Home Delivery'],,,,
Sangi's Kitchen,Egmore,['South Indian'],Invalid,300,None,Does not offer Dining,None,Not enough Delivery Reviews,"['Home Delivery', 'Standing Tables']",,,,
Sri Annapoorna Fine Dine,Mogappair,"['South Indian', ' Chinese', ' North Indian']",Invalid,400,3,12,3.6,385,"['Breakfast', 'Home Delivery', 'Indoor Seating']",,,,
Go Cane Fresh,Kotturpuram,"['Juices', ' Sandwich', ' Fast Food']",Invalid,350,3.3,10,4.5,86,"['Home Delivery', 'Indoor Seating']",,,,
Mudalkadai Suttakozhi,Navallur,"['BBQ', ' Arabian', ' Biryani', ' North Indian']",Invalid,300,3.5,6,3.6,17,"['Home Delivery', 'Indoor Seating']",,,,
Village Biriyani,GST Road,"['North Indian', ' Kerala', ' BBQ', ' Seafood', ' Desserts']",Invalid,250,None,Does not offer Dining,None,Not enough Delivery Reviews,['Home Delivery'],,,,
Loaded Pizza,Alwarpet,['Pizza'],Invalid,500,None,Does not offer Dining,3.6,83,['Home Delivery'],,,,
Viruthunagar Poricha Porotta Kadai,Pallavaram,['South Indian'],Invalid,300,None,Does not offer Dining,None,Not enough Delivery Reviews,['Delivery Only'],,,,
The Deli - Taj Club House,"Taj Club House, Thousand Lights","['Desserts', ' Bakery']",Invalid,1500,3.1,6,None,Does not offer Delivery,"['Wheelchair Accessible', 'Valet Parking Available', 'Wifi', 'Indoor Seating', 'Desserts and Bakes']",,,,
Hotel Nellai Parambariyum,Choolaimedu,"['South Indian', ' North Indian']",Invalid,250,3.4,7,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",,,,
V'S Bake house,Kottivakkam,['Bakery'],Invalid,300,3.4,6,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",,,,
Jumpin Pumpkin,Thousand Lights,"['Fast Food', ' Bakery']",Invalid,450,3.1,8,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",,,,
Biriyani Hub,Sholinganallur,"['Biryani', ' Fast Food']",Invalid,350,None,Does not offer Dining,3,62,['Delivery Only'],,,,
Hungry Dine,Valasaravakkam,['Cafe'],Invalid,600,3.7,5,3.8,31,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",,,,
Mugavai Muthu Military Hotel,Porur,['Tamil'],Invalid,300,3.2,10,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",,,,
SGS Snackers,Taramani,['Fast Food'],Invalid,250,None,Does not offer Dining,3.6,26,['Home Delivery'],,,,
Anbu Unavagam,Velachery,['South Indian'],Invalid,100,3.4,6,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Indoor Seating']",,,,
M Sandwich Shop,Madipakkam,"['Sandwich', ' Fast Food']",Invalid,200,None,Does not offer Dining,3.8,69,"['Home Delivery', 'Standing Tables']",,,,
Taste Life,Kolathur,['Chinese'],Invalid,250,3.3,8,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",,,,
Snack & Shake @fs,Potheri,"['Fast Food', ' Beverages']",Invalid,300,None,Does not offer Dining,4,402,['Home Delivery'],,,,
Rock Pepper Fritters,Akkarai,"['Beverages', ' Fast Food']",Invalid,500,3.4,7,None,Not enough Delivery Reviews,"['Home Delivery', 'Outdoor Seating', 'Pet Friendly']",,,,
S.M.Moideen Biryani Centre,Alandur,"['Biryani', ' South Indian']",Invalid,250,3.1,13,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",,,,
The Baker's Company,Mylapore,['Bakery'],Invalid,200,3.6,7,None,Does not offer Delivery,"['Takeaway Only', 'Desserts and Bakes']",,,,
Tutto Bene,Besant Nagar,"['Cafe', ' Beverages']",Invalid,1100,3.9,5,None,Not enough Delivery Reviews,"['Home Delivery', 'Outdoor Seating']",,,,
Hangi Roadst'er,Ambattur,"['BBQ', ' Seafood']",Invalid,200,3.6,7,None,Does not offer Delivery,"['Takeaway Only', 'Self Service']",,,,
Hotel 99,Sholinganallur,"['Chinese', ' Street Food', ' Beverages']",Invalid,350,3.2,9,3.3,38,"['Breakfast', 'Home Delivery', 'Indoor Seating']",,,,
New Grand Hotel,Chromepet,"['North Indian', ' Chettinad']",Invalid,450,2.3,10,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Catering Available']",,,,
Bits & Bites,Washermenpet,['Fast Food'],Invalid,200,None,Does not offer Dining,3.9,28,['Home Delivery'],,,,
Lakshmi Sarvana Fast Food,RA Puram,"['Fast Food', ' Biryani', ' South Indian']",Invalid,300,3.2,10,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']",,,,
Chaat With Lassi,Velachery,"['Street Food', ' Beverages', ' Fast Food', ' Ice Cream']",Invalid,200,3.2,5,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",,,,
Eatcare,Thuraipakkam,"['North Indian', ' Rolls']",Invalid,400,None,Does not offer Dining,3.1,44,['Delivery Only'],,,,
The Cafe Lounge,Chengalpattu,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Beverages']",Invalid,500,3.3,8,3.9,353,"['Breakfast', 'Home Delivery', 'Indoor Seating']",,,,
The Buttermilk Factory,Pallavaram,['Beverages'],Invalid,200,2,4,None,Does not offer Delivery,['Indoor Seating'],,,,
Chinnah's Restaurant,Padur,"['Chinese', ' Arabian', ' South Indian', ' North Indian']",Invalid,500,3.6,10,3.5,110,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']",,,,
Mitta Restaurant,Ambattur,"['North Indian', ' Chinese', ' Mughlai']",Invalid,350,3.2,7,3.9,22,"['Home Delivery', 'Indoor Seating']",,,,
Burger Hub,Kolathur,"['Burger', ' Sandwich', ' Fast Food']",Invalid,300,3.2,6,3.9,87,"['Home Delivery', 'Outdoor Seating']",,,,
Mom's cafe,Kanchipuram District,"['Cafe', ' Fast Food']",Invalid,400,3.4,11,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Outdoor Seating']",,,,
Marina Beach Sundari Amma Kadai,Navallur,"['North Indian', ' South Indian']",Invalid,400,2.9,9,3.8,101,"['Home Delivery', 'Indoor Seating']",,,,
Wooden House,Kelambakkam,"['North Indian', ' Chinese', ' Mughlai']",Invalid,450,3.4,6,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']",,,,
The Big Biriyani,Madipakkam,['Biryani'],Invalid,250,None,Does not offer Dining,None,Not enough Delivery Reviews,['Home Delivery'],,,,
Anbudan Annam Tiffin centre,Thiruvallur,['South Indian'],Invalid,200,None,Does not offer Dining,3.3,20,"['Breakfast', 'Home Delivery']",,,,
Magizh Catering,Tambaram,"['South Indian', ' Fast Food']",Invalid,200,3.2,6,None,Does not offer Delivery,"['Breakfast', 'Takeaway Only']",,,,
Noors Multi Cuisine Restaurant,Porur,"['South Indian', ' North Indian', ' Arabian']",Invalid,500,3.2,6,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']",,,,
OSR Casa Cafe,Egmore,"['Cafe', ' Desserts']",Invalid,350,2,4,None,Not enough Delivery Reviews,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating']",,,,
Twisting Scoops,Kilpauk,"['Ice Cream', ' Desserts']",Invalid,200,2.7,7,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",,,,
Manna's Biryani,Ambattur,"['Biryani', ' South Indian']",Invalid,300,3.2,10,4.1,107,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']",,,,
Food Factory,Velachery,"['South Indian', ' Chinese', ' Biryani', ' Fast Food', ' Beverages']",Invalid,450,None,Does not offer Dining,3.7,66,['Delivery Only'],,,,
Foodon Chettinad Family Restaurant,Park Town,"['Chettinad', ' South Indian', ' Chinese']",Invalid,550,3,9,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Table reservation required']",,,,
Mr. Restaurant,Anna Nagar West,"['North Indian', ' Chinese']",Invalid,450,None,Does not offer Dining,4,180,['Home Delivery'],,,,
AI AFC,Arumbakkam,"['Chinese', ' North Indian', ' Fast Food', ' South Indian', ' Seafood', ' Beverages']",Invalid,600,3,10,3.9,38,"['Home Delivery', 'Indoor Seating']",,,,
Sanjana Cool Zone & Snack Bar,Nungambakkam,['Street Food'],Invalid,100,3.5,7,None,Does not offer Delivery,"['Takeaway Only', 'Standing Tables']",,,,
Renuka Chettinad Unavagam,Virugambakkam,"['North Indian', ' Chinese', ' South Indian', ' Chettinad', ' Biryani']",Invalid,400,3.2,11,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']",,,,
